index,shipment_id,device_id,device_time,latitude,longitude,address,distance_from_origin,id,end_lag,time_interval,distance,speed
8603,sensitech-AD86288,JNJSHPJOM-HL1629,2020-06-18 19:59:44,39.8359525106,-82.9366657872,"6401 Alum Creek Dr, Groveport, OH 43125, USA",2.1647271691191308,1456,1,421.0,38.972709321836234,0.3332583219919488
5998,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 10:48:39,38.0059051514,-85.7066879272,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5734791479381,8175,0,106.0,22.285742143132456,0.7568742614648759
5999,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 10:53:29,38.0057678223,-85.7067337036,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5865478135144,8176,0,290.0,15.793181288242888,0.1960532849574979
6000,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:03:00,38.0054016113,-85.7068481445,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.62089519709156,8177,0,571.0,41.95028541281218,0.2644851619721959
6001,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:08:00,38.0055580139,-85.70677948,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.6049193957727,8178,0,300.0,18.408134427226457,0.2208976131267175
6002,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:09:20,38.005405426,-85.7065887451,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.60349227880863,8179,0,80.0,23.822440673720415,1.0720098303174186
6003,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:14:43,38.0048474516,-85.7057565484,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.58939662245916,8180,0,323.0,95.76899277332596,1.0673943466996083
6004,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:19:42,38.0047456154,-85.7056961538,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5928646689754,8181,0,299.0,12.502982938840482,0.15053758722349744
6005,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:24:24,38.0057525635,-85.7070846558,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.6108340484209,8182,0,282.0,165.39046552477942,2.111367644997184
6006,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:29:14,38.0057373047,-85.7073135376,"586 N Buckman St, Shepherdsville, KY 40165, USA",316.627061704961,8183,0,290.0,20.13165950032133,0.24991025586605792
6007,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:34:24,38.0060272217,-85.7073440552,"586 N Buckman St, Shepherdsville, KY 40165, USA",316.6078701805419,8184,0,310.0,32.35815024281578,0.3757720673359252
6008,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:39:44,38.0060081482,-85.70664978030001,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.563425975123,8185,0,320.0,60.88538637608539,0.6849605967309607
6009,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:39:50,38.0047434,-85.70569484,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.59294012341206,8186,0,6.0,163.69185157162337,98.21511094297404
6010,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:41:37,38.0058135986,-85.707069397,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.60536175404934,8187,0,107.0,169.361952392334,5.698159145910302
6011,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 11:56:53,38.0061645508,-85.7068939209,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.56810413921454,8188,0,916.0,41.95663430118096,0.16489506930595138
6012,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 12:12:10,38.0061759949,-85.7064208984,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.53603630793134,8189,0,917.0,41.476615377971186,0.16283076920468514
6013,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 12:27:46,38.0094642639,-85.7156677246,"377 Jade Dr, Shepherdsville, KY 40165, USA",316.9069542458885,8190,0,936.0,889.1147273368016,3.419672028218468
6014,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 12:43:02,38.0047719149,-85.7057828298,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5966598219586,8191,0,916.0,1011.4037999876109,3.9749494322657197
6015,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 12:58:01,38.0047612667,-85.70573011110001,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5939600531762,8192,0,899.0,4.769896006483133,0.019100807144982513
6016,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:13:01,38.0047629574,-85.7057300638,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.593833181725,8193,0,900.0,0.18810196663706913,0.0007524078665482765
6017,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:25:07,38.0046144839,-85.7066005161,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.662147692648,8194,0,726.0,78.0575420900232,0.3870621921819333
6018,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:27:32,38.0041422062,-85.7062971237,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.6766922931287,8195,0,145.0,58.87799284890297,1.4617984431451772
6019,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:27:57,38.0042114425,-85.7064191947,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.6796800327438,8196,0,25.0,13.18237992590721,1.8982627093306381
6020,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:31:49,38.003596098,-85.70666634310001,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.74103371305245,8197,0,232.0,71.79061225614166,1.1139922591470257
6021,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:34:24,38.0054141212,-85.70619384849999,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",316.5767888555912,8198,0,155.0,206.41516772012469,4.7941587341448315
6022,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:49:34,38.1539870625,-85.5416931875,"6203 Gellhaus Ln, Louisville, KY 40299, USA",294.8756051245966,8199,0,910.0,21921.265359335357,86.72148933363438
6023,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 13:57:29,38.2634656479,-85.5052403099,"13400 Old Henry Rd, Louisville, KY 40223, USA",284.642589058672,8200,0,475.0,12587.167797090999,95.39748225163704
6024,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 14:02:26,38.3141328519,-85.5659803704,"9801 State Hwy 22, Louisville, KY 40241, USA",285.3210118081675,8201,0,297.0,7738.306927296658,93.79765972480797
6025,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 14:07:25,38.33763625,-85.5173973125,"6104 Winkler Rd, Crestwood, KY 40014, USA",280.36632887579026,8202,0,299.0,4980.5979978047935,59.967066194305204
6038,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:12:07,39.0086145741,-84.63775824070001,"71 Cavalier Blvd, Florence, KY 41042, USA",174.87662057169288,8215,0,3882.0,106793.6704575886,99.03586132079313
6039,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:17:06,39.0507634889,-84.5603373333,"209 Prather Ct, Fort Mitchell, KY 41017, USA",166.71502494636988,8216,0,299.0,8168.8460257187235,98.35399897186423
6040,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:22:05,39.099555,-84.525101,"424 Gest St, Cincinnati, OH 45203, USA",161.2589264140939,8217,0,299.0,6221.8044967112155,74.91135848883069
6041,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:27:03,39.1627928491,-84.4951465094,"306 Delmar Ave, Cincinnati, OH 45217, USA",155.45369082065582,8218,0,298.0,7493.727676734643,90.52825381290172
6042,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:32:02,39.1589571509,-84.4133743019,"4871 Oaklawn Dr, Cincinnati, OH 45227, USA",149.5890621730094,8219,0,299.0,7065.331533281229,85.06753685555995
6043,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:37:00,39.224604,-84.368539,"6481 Donjoy Dr, Cincinnati, OH 45242, USA",142.5681758483797,8220,0,298.0,8261.761510384034,99.80651489054539
6044,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:41:59,39.2916359109,-84.3175073564,"8865 Fields Ertel Rd, Cincinnati, OH 45249, USA",135.1483913028273,8221,0,299.0,8654.959786284395,104.20687368101612
6045,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:46:56,39.3634967826,-84.2529958696,"4915 Columbia Rd, Mason, OH 45040, USA",126.61288882297356,8222,0,297.0,9731.29793089405,117.9551264350794
6046,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:51:54,39.3969897143,-84.1905926429,"I-71, Lebanon, OH 45036, USA",120.17235080232439,8223,0,298.0,6531.724882136885,78.90674354259325
6047,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 15:56:53,39.4160185,-84.131429,"893 Township Rd 39, Oregonia, OH 45054, USA",114.66934665042088,8224,0,299.0,5507.63579219482,66.31267174548948
6048,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 16:01:53,39.471664,-83.969327,"I-71, Wilmington, OH 45177, USA",99.434119149852,8225,0,300.0,15237.744263085908,182.8529311570309
6049,sensitech-AE11063,JNJSHPJOM-II1457,2020-10-09 16:06:50,39.4971031429,-83.8943458571,"3699 Center Rd, Wilmington, OH 45177, USA",92.40462448150615,8226,0,297.0,7031.379753636524,85.22884549862454
