index,shipment_id,device_id,device_time,latitude,longitude,address,distance_from_origin,id,end_lag,time_interval,distance,speed
4638,sensitech-AE11067,JNJSHPJOM-II1461,2020-10-07 10:42:04,38.0057182312,-85.7078857422,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7874342333524,1207,0,128.0,877.720502843434,24.68588914247158
4639,sensitech-AE11067,JNJSHPJOM-II1461,2020-10-07 10:45:27,38.0089111328,-85.80589294430001,"202 Burden Cir, Shepherdsville, KY 40165, USA",949.2804771524409,1208,1,203.0,8596.842713385293,152.45632398121703
5215,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:28:35,37.785118103,-85.7723770142,"Heading south in the area of 249 St Clare St, Elizabethtown, KY 42701, USA",936.2791940890589,3759,0,300.0,8611.711119639995,103.34053343567994
5216,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:33:33,37.7230949402,-85.8262863159,"Heading south in the area of I-65, Elizabethtown, KY 42701, USA",928.3290070556156,3760,0,298.0,8370.815915335184,101.12395065505592
5217,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:38:31,37.646648407,-85.858001709,"Heading south in the area of I-65, Elizabethtown, KY 42701, USA",920.9775058764919,3761,0,298.0,8949.707670885393,108.11727387646783
5218,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:43:31,37.5654144287,-85.8755264282,"Heading south in the area of I-65, Glendale, KY 42740, USA",914.3379355663959,3762,0,300.0,9166.655296049104,109.99986355258926
5219,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:48:31,37.4857597351,-85.8809127808,"Heading south in the area of 3776 Jenkins Rd, Upton, KY 42784, USA",908.7085188177723,3763,0,300.0,8872.710175264134,106.47252210316961
5220,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:53:29,37.4032592773,-85.8818283081,"Heading south in the area of I-65, Bonnieville, KY 42713, USA",903.2665241975062,3764,0,298.0,9176.868324022642,110.86149653181715
5221,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 22:58:29,37.3250961304,-85.9064331055,"Heading south in the area of 936 Pine Ridge Rd, Bonnieville, KY 42713, USA",896.4512764393659,3765,0,300.0,8962.049853220904,107.54459823865085
5222,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:03:27,37.2470626831,-85.9263381958,"Heading south in the area of 282 River Bend Rd, Horse Cave, KY 42749, USA",890.0199441014994,3766,0,298.0,8856.595580077636,106.99242982644124
5223,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:08:25,37.171245575,-85.9586029053,"Heading south in the area of I-65, Cave City, KY 42127, USA",882.8651008855142,3767,0,298.0,8904.330921512554,107.56909838068857
5224,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:13:25,37.1162528992,-86.0228729248,"Heading west in the area of 2088 Herbert Turner Rd, Park City, KY 42160, USA",874.7028434020144,3768,0,300.0,8359.882980235441,100.3185957628253
5225,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:18:23,37.0646057129,-86.10033416750001,"Heading west in the area of 2333 Ray Houchin Rd, Smiths Grove, KY 42171, USA",865.7848825592723,3769,0,298.0,8957.5528628993,108.21204800817945
5226,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:23:23,37.0415267944,-86.19737243649999,"Heading west in the area of I-65, Smiths Grove, KY 42171, USA",857.2375131857042,3770,0,300.0,8988.459500914416,107.861514010973
5227,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:28:21,37.0138092041,-86.287940979,"Heading west in the area of 3336 Goshen Church S Rd, Bowling Green, KY 42103, USA",848.8752151176554,3771,0,298.0,8613.144701298372,104.0514124989065
5228,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:33:21,36.9937705994,-86.3820114136,"Heading south in the area of 401 McFadin Station St, Bowling Green, KY 42103, USA",840.7550332696446,3772,0,300.0,8648.215879128975,103.7785905495477
5229,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:38:19,36.9197349548,-86.427154541,"Heading south in the area of 65 Coral Ct, Bowling Green, KY 42104, USA",832.7407988117899,3773,0,298.0,9160.481734989087,110.66353773812321
5230,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:43:17,36.8428459167,-86.4621047974,"Heading south in the area of 4207 Matlock Rd, Bowling Green, KY 42104, USA",825.3115165827775,3774,0,298.0,9100.112128210425,109.93424047502526
5231,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:48:17,36.7632331848,-86.4858779907,"Heading south in the area of I-65, Franklin, KY 42134, USA",818.5647718063931,3775,0,300.0,9104.911098250997,109.25893317901196
5232,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:53:17,36.6932220459,-86.5341796875,"Heading south in the area of 448 Kenny Perry Dr, Franklin, KY 42134, USA",810.63760682222,3776,0,300.0,8898.558721281937,106.78270465538324
5233,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-03 23:58:15,36.6197242737,-86.5775375366,"Heading south in the area of 9619 Shady Park Rd, Portland, TN 37148, USA",802.8780577598467,3777,0,298.0,9044.41169913901,109.26134938557193
5234,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:03:13,36.5520172119,-86.6311798096,"Heading south in the area of I-65, Cross Plains, TN 37049, USA",794.7265798918492,3778,0,298.0,8925.814772563594,107.82863483633871
5235,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:08:13,36.4792480469,-86.6776657104,"Heading south in the area of Interstate 65 S, White House, TN 37188, USA",786.8146858809866,3779,0,300.0,9098.542680806115,109.18251216967339
5236,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:13:11,36.4063987732,-86.7228393555,"Heading south in the area of I-65, Goodlettsville, TN 37072, USA",779.0170352024893,3780,0,298.0,9055.233967724065,109.39208820069341
5237,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:18:11,36.328289032,-86.7072677612,"Heading south in the area of 497 Cartwright St, Goodlettsville, TN 37072, USA",775.528584470147,3781,0,300.0,8799.363715562622,105.59236458675147
5238,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:23:09,36.2574157715,-86.7385940552,"Heading south in the area of 204 Holiday Dr, Madison, TN 37115, USA",768.9701088265107,3782,0,298.0,8368.545504055513,101.09652286778473
5239,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:28:07,36.1931266785,-86.777130127,"Heading west in the area of 1109 Brick Church Pike, Nashville, TN 37207, USA",762.2734240267016,3783,0,298.0,7943.002682543446,95.9557371045517
5240,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:33:07,36.1535339355,-86.8512802124,"Heading west in the area of 5200 Delaware Ave, Nashville, TN 37209, USA",754.2955361358134,3784,0,300.0,7982.545853427305,95.79055024112766
5241,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:38:05,36.1082725525,-86.9271621704,"Heading west in the area of 615 Old Hickory Blvd, Nashville, TN 37209, USA",745.8521850871751,3785,0,298.0,8474.500226315253,102.37651280112387
5242,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:43:05,36.0776481628,-87.0046691895,"Heading west in the area of 8664 Newsom Station Rd, Nashville, TN 37221, USA",738.1335706471814,3786,0,300.0,7754.587909930618,93.05505491916742
5243,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:48:03,36.0830345154,-87.1018295288,"Heading west in the area of 177 Harpeth Hills Dr, Kingston Springs, TN 37082, USA",731.0311783328914,3787,0,298.0,8754.758486233168,105.76218305516578
5244,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:53:01,36.0292129517,-87.1743545532,"Heading west in the area of I-40, Fairview, TN 37062, USA",722.3269070877255,3788,0,298.0,8852.730538888396,106.94573805368532
5245,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 00:56:32,36.0188293457,-87.2388000488,"Heading west in the area of 1805 Spencer Mill Rd, Burns, TN 37029, USA",716.8020831034289,3789,0,211.0,5911.404634379483,100.85808854865469
5246,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 01:06:37,35.9956588745,-87.4344482422,"Heading west in the area of I-40, Dickson, TN 37055, USA",700.5771237636702,3790,0,605.0,17791.79363377917,105.86852410182647
5247,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 01:16:25,35.9226570129,-87.5991210938,"Heading west in the area of I-40, McEwen, TN 37101, USA",683.7206698528713,3791,0,588.0,16904.023668930146,103.49402246283762
5248,sensitech-AE38033,JNJSHPJOM-JC6333,2021-03-04 01:26:43,35.8801345825,-87.7871017456,"Heading west in the area of I-40, Hurricane Mills, TN 37078, USA",666.9763374013329,3792,0,618.0,17584.919090106283,102.43642188411427
